Transaction ID,Datetime,Merchant,Category,Amount,Description,Balance
T0000551,2022-05-02 18:30:00,Sephora,Social Media Purchases,189.59,Debit at Sephora for Social Media Purchases,40508.42
T0000553,2022-05-03 04:46:00,PlayStation Store,Beauty Products,148.6,Debit at PlayStation Store for Beauty Products,41241.15
T0000558,2022-05-04 04:13:00,TikTok Shop,Coffee,990.22,Debit at TikTok Shop for Coffee,41719.03
T0000559,2022-05-04 05:00:00,Starbucks,Social Media Purchases,106.06,Debit at Starbucks for Social Media Purchases,41612.97
T0000564,2022-05-04 22:55:00,Starbucks,Clothing,930.69,Debit at Starbucks for Clothing,41727.93
T0000567,2022-05-05 07:28:00,UberEats,Food Delivery,12.87,Debit at UberEats for Food Delivery,41987.77
T0000571,2022-05-06 00:42:00,H&M,Clothing,228.89,Debit at H&M for Clothing,43440.12
T0000572,2022-05-06 00:53:00,Shein,Streaming Subscription,827.55,Debit at Shein for Streaming Subscription,42612.57
T0000573,2022-05-06 11:04:00,Sephora,Social Media Purchases,422.71,Debit at Sephora for Social Media Purchases,42189.86
T0000577,2022-05-06 20:00:00,Spotify,Gaming,551.93,Debit at Spotify for Gaming,42831.08
T0000578,2022-05-06 23:15:00,Apple Store,Streaming Subscription,66.06,Debit at Apple Store for Streaming Subscription,42765.02
T0000579,2022-05-07 04:54:00,Spotify,Food Delivery,969.53,Debit at Spotify for Food Delivery,41795.49
T0000584,2022-05-07 19:44:00,UberEats,Clothing,80.24,Debit at UberEats for Clothing,43120.77
T0000585,2022-05-07 21:12:00,PlayStation Store,Streaming Subscription,983.06,Debit at PlayStation Store for Streaming Subscription,42137.71
T0000588,2022-05-08 06:12:00,Apple Store,Beauty Products,364.03,Debit at Apple Store for Beauty Products,43391.05
T0000589,2022-05-08 09:53:00,PlayStation Store,Gaming,222.7,Debit at PlayStation Store for Gaming,43168.35
T0000590,2022-05-08 10:52:00,Amazon,Beauty Products,328.43,Debit at Amazon for Beauty Products,42839.92
T0000592,2022-05-09 00:46:00,TikTok Shop,Gaming,222.74,Debit at TikTok Shop for Gaming,43448.71
T0000593,2022-05-09 10:25:00,PlayStation Store,Food Delivery,126.68,Debit at PlayStation Store for Food Delivery,43322.03
T0000594,2022-05-09 13:38:00,Netflix,Clothing,603.91,Debit at Netflix for Clothing,42718.12
T0000596,2022-05-10 11:03:00,TikTok Shop,Food Delivery,921.01,Debit at TikTok Shop for Food Delivery,42716.97
T0000597,2022-05-10 12:30:00,TikTok Shop,Coffee,916.12,Debit at TikTok Shop for Coffee,41800.85
T0000598,2022-05-10 14:03:00,Netflix,Gaming,347.42,Debit at Netflix for Gaming,41453.43
T0000600,2022-05-10 22:46:00,Netflix,Streaming Subscription,524.66,Debit at Netflix for Streaming Subscription,41425.02
T0000603,2022-05-11 08:43:00,Starbucks,Tech Gadgets,996.79,Debit at Starbucks for Tech Gadgets,41665.89
T0000604,2022-05-11 08:59:00,UberEats,Social Media Purchases,589.94,Debit at UberEats for Social Media Purchases,41075.95
T0000605,2022-05-11 14:34:00,UberEats,Coffee,141.51,Debit at UberEats for Coffee,40934.44
T0000608,2022-05-12 23:33:00,Starbucks,Food Delivery,85.32,Debit at Starbucks for Food Delivery,41685.16
T0000610,2022-05-13 05:39:00,Amazon,Social Media Purchases,349.1,Debit at Amazon for Social Media Purchases,42226.91
T0000613,2022-05-13 10:02:00,Starbucks,Beauty Products,102.36,Debit at Starbucks for Beauty Products,43130.94
T0000615,2022-05-13 13:07:00,Spotify,Social Media Purchases,939.5,Debit at Spotify for Social Media Purchases,42865.42
T0000616,2022-05-13 13:25:00,Spotify,Clothing,650.72,Debit at Spotify for Clothing,42214.7
T0000617,2022-05-13 13:27:00,Sephora,Tech Gadgets,875.9,Debit at Sephora for Tech Gadgets,41338.8
T0000618,2022-05-13 16:41:00,H&M,Beauty Products,439.57,Debit at H&M for Beauty Products,40899.23
T0000619,2022-05-14 00:16:00,H&M,Food Delivery,451.18,Debit at H&M for Food Delivery,40448.05
T0000625,2022-05-15 10:22:00,PlayStation Store,Beauty Products,502.45,Debit at PlayStation Store for Beauty Products,42856.28
T0000630,2022-05-15 19:39:00,Starbucks,Gaming,535.54,Debit at Starbucks for Gaming,43253.3
T0000631,2022-05-15 21:03:00,H&M,Coffee,504.74,Debit at H&M for Coffee,42748.56
T0000636,2022-05-16 18:58:00,Starbucks,Streaming Subscription,128.79,Debit at Starbucks for Streaming Subscription,44859.23
T0000637,2022-05-16 19:08:00,Sephora,Food Delivery,584.52,Debit at Sephora for Food Delivery,44274.71
T0000640,2022-05-17 03:52:00,TikTok Shop,Tech Gadgets,275.92,Debit at TikTok Shop for Tech Gadgets,45333.21
T0000641,2022-05-17 05:36:00,Shein,Social Media Purchases,291.97,Debit at Shein for Social Media Purchases,45041.24
T0000642,2022-05-17 08:16:00,Apple Store,Coffee,717.39,Debit at Apple Store for Coffee,44323.85
T0000643,2022-05-17 13:06:00,Amazon,Clothing,753.34,Debit at Amazon for Clothing,43570.51
T0000646,2022-05-18 08:40:00,Shein,Coffee,174.43,Debit at Shein for Coffee,44314.78
T0000648,2022-05-18 19:25:00,PlayStation Store,Beauty Products,969.2,Debit at PlayStation Store for Beauty Products,43409.74
T0000649,2022-05-18 19:49:00,Netflix,Clothing,493.26,Debit at Netflix for Clothing,42916.48
T0000650,2022-05-18 20:24:00,UberEats,Gaming,65.9,Debit at UberEats for Gaming,42850.58
T0000652,2022-05-18 23:45:00,Amazon,Food Delivery,920.0,Debit at Amazon for Food Delivery,42658.04
T0000653,2022-05-19 12:10:00,Shein,Tech Gadgets,711.8,Debit at Shein for Tech Gadgets,41946.24
T0000656,2022-05-19 20:15:00,Apple Store,Beauty Products,730.82,Debit at Apple Store for Beauty Products,42553.66
T0000658,2022-05-20 02:55:00,Netflix,Beauty Products,892.52,Debit at Netflix for Beauty Products,41970.15
T0000659,2022-05-20 06:03:00,Netflix,Coffee,482.63,Debit at Netflix for Coffee,41487.52
T0000660,2022-05-20 07:06:00,Starbucks,Tech Gadgets,231.62,Debit at Starbucks for Tech Gadgets,41255.9
T0000662,2022-05-20 08:07:00,Sephora,Food Delivery,983.05,Debit at Sephora for Food Delivery,40545.06
T0000665,2022-05-21 04:37:00,Amazon,Gaming,217.97,Debit at Amazon for Gaming,40644.31
T0000668,2022-05-22 06:29:00,Netflix,Tech Gadgets,302.58,Debit at Netflix for Tech Gadgets,41581.24
T0000669,2022-05-22 21:43:00,UberEats,Social Media Purchases,389.66,Debit at UberEats for Social Media Purchases,41191.58
T0000670,2022-05-22 23:33:00,PlayStation Store,Gaming,609.67,Debit at PlayStation Store for Gaming,40581.91
T0000676,2022-05-23 09:26:00,UberEats,Food Delivery,874.47,Debit at UberEats for Food Delivery,41172.64
T0000677,2022-05-24 13:53:00,Netflix,Coffee,241.4,Debit at Netflix for Coffee,40931.24
T0000679,2022-05-25 03:56:00,PlayStation Store,Gaming,95.71,Debit at PlayStation Store for Gaming,41154.63
T0000680,2022-05-25 05:07:00,Shein,Coffee,87.66,Debit at Shein for Coffee,41066.97
T0000681,2022-05-25 05:37:00,Sephora,Streaming Subscription,492.56,Debit at Sephora for Streaming Subscription,40574.41
T0000682,2022-05-25 07:12:00,TikTok Shop,Food Delivery,915.42,Debit at TikTok Shop for Food Delivery,39658.99
T0000684,2022-05-25 09:29:00,Shein,Food Delivery,154.77,Debit at Shein for Food Delivery,39956.42
T0000685,2022-05-25 14:23:00,Shein,Beauty Products,624.15,Debit at Shein for Beauty Products,39332.27
T0000686,2022-05-25 14:58:00,Starbucks,Social Media Purchases,106.74,Debit at Starbucks for Social Media Purchases,39225.53
T0000689,2022-05-26 13:44:00,Apple Store,Coffee,246.22,Debit at Apple Store for Coffee,39591.22
T0000690,2022-05-26 18:36:00,Shein,Coffee,303.66,Debit at Shein for Coffee,39287.56
T0000691,2022-05-26 20:04:00,Netflix,Gaming,249.55,Debit at Netflix for Gaming,39038.01
T0000692,2022-05-26 20:46:00,Sephora,Social Media Purchases,544.03,Debit at Sephora for Social Media Purchases,38493.98
T0000693,2022-05-26 22:07:00,PlayStation Store,Coffee,771.58,Debit at PlayStation Store for Coffee,37722.4
T0000695,2022-05-27 10:28:00,Apple Store,Beauty Products,277.44,Debit at Apple Store for Beauty Products,37869.2
T0000699,2022-05-28 02:16:00,Shein,Tech Gadgets,301.62,Debit at Shein for Tech Gadgets,38696.47
T0000700,2022-05-28 05:59:00,Spotify,Beauty Products,775.4,Debit at Spotify for Beauty Products,37921.07
T0000701,2022-05-28 11:39:00,Spotify,Food Delivery,718.96,Debit at Spotify for Food Delivery,37202.11
T0000703,2022-05-29 02:41:00,TikTok Shop,Beauty Products,391.2,Debit at TikTok Shop for Beauty Products,37041.82
T0000704,2022-05-29 06:15:00,TikTok Shop,Tech Gadgets,256.79,Debit at TikTok Shop for Tech Gadgets,36785.03
T0000705,2022-05-29 08:03:00,TikTok Shop,Coffee,441.91,Debit at TikTok Shop for Coffee,36343.12
T0000706,2022-05-29 09:04:00,Spotify,Streaming Subscription,806.55,Debit at Spotify for Streaming Subscription,35536.57
T0000711,2022-05-30 00:21:00,Shein,Coffee,846.28,Debit at Shein for Coffee,36556.12
T0000713,2022-05-30 01:50:00,Starbucks,Streaming Subscription,807.84,Debit at Starbucks for Streaming Subscription,35960.67
T0000716,2022-05-30 08:32:00,UberEats,Beauty Products,906.41,Debit at UberEats for Beauty Products,35642.87
T0000717,2022-05-30 08:47:00,Starbucks,Beauty Products,550.22,Debit at Starbucks for Beauty Products,35092.65
T0000722,2022-06-01 17:58:00,TikTok Shop,Tech Gadgets,481.3,Debit at TikTok Shop for Tech Gadgets,36494.34
T0000724,2022-06-01 20:42:00,Netflix,Coffee,280.67,Debit at Netflix for Coffee,36500.8
T0000726,2022-06-02 05:40:00,Amazon,Food Delivery,933.15,Debit at Amazon for Food Delivery,36220.6
T0000729,2022-06-03 00:07:00,PlayStation Store,Gaming,750.51,Debit at PlayStation Store for Gaming,36316.26
T0000730,2022-06-03 02:24:00,PlayStation Store,Streaming Subscription,529.59,Debit at PlayStation Store for Streaming Subscription,35786.67
T0000732,2022-06-03 07:10:00,PlayStation Store,Clothing,132.58,Debit at PlayStation Store for Clothing,36253.79
T0000733,2022-06-03 09:22:00,TikTok Shop,Coffee,519.68,Debit at TikTok Shop for Coffee,35734.11
T0000734,2022-06-03 09:40:00,PlayStation Store,Streaming Subscription,370.15,Debit at PlayStation Store for Streaming Subscription,35363.96
T0000736,2022-06-03 13:15:00,TikTok Shop,Social Media Purchases,854.59,Debit at TikTok Shop for Social Media Purchases,35089.93
T0000738,2022-06-04 18:04:00,TikTok Shop,Streaming Subscription,275.61,Debit at TikTok Shop for Streaming Subscription,35103.87
T0000739,2022-06-04 19:42:00,H&M,Food Delivery,474.4,Debit at H&M for Food Delivery,34629.47
T0000740,2022-06-04 19:50:00,PlayStation Store,Tech Gadgets,638.79,Debit at PlayStation Store for Tech Gadgets,33990.68
T0000743,2022-06-05 14:02:00,PlayStation Store,Social Media Purchases,901.41,Debit at PlayStation Store for Social Media Purchases,33906.77
T0000745,2022-06-06 05:04:00,TikTok Shop,Coffee,713.63,Debit at TikTok Shop for Coffee,34187.36
T0000746,2022-06-06 11:36:00,Shein,Beauty Products,661.65,Debit at Shein for Beauty Products,33525.71
T0000747,2022-06-06 14:37:00,Netflix,Social Media Purchases,699.08,Debit at Netflix for Social Media Purchases,32826.63
T0000748,2022-06-06 22:43:00,H&M,Tech Gadgets,928.21,Debit at H&M for Tech Gadgets,31898.42
T0000751,2022-06-06 23:57:00,Apple Store,Gaming,605.56,Debit at Apple Store for Gaming,32927.61
T0000752,2022-06-07 08:07:00,Apple Store,Food Delivery,616.48,Debit at Apple Store for Food Delivery,32311.13
T0000755,2022-06-07 11:21:00,Amazon,Gaming,826.58,Debit at Amazon for Gaming,32071.68
T0000758,2022-06-07 16:32:00,TikTok Shop,Streaming Subscription,23.79,Debit at TikTok Shop for Streaming Subscription,32940.36
T0000760,2022-06-07 18:33:00,PlayStation Store,Gaming,467.01,Debit at PlayStation Store for Gaming,32892.08
T0000761,2022-06-07 18:39:00,UberEats,Streaming Subscription,830.06,Debit at UberEats for Streaming Subscription,32062.02
T0000762,2022-06-08 03:10:00,H&M,Beauty Products,685.7,Debit at H&M for Beauty Products,31376.32
T0000763,2022-06-08 05:26:00,Sephora,Clothing,589.7,Debit at Sephora for Clothing,30786.62
T0000764,2022-06-08 22:22:00,Apple Store,Beauty Products,921.75,Debit at Apple Store for Beauty Products,29864.87
T0000766,2022-06-09 08:37:00,Amazon,Clothing,979.21,Debit at Amazon for Clothing,29406.46
T0000767,2022-06-09 09:14:00,Shein,Streaming Subscription,655.76,Debit at Shein for Streaming Subscription,28750.7
T0000768,2022-06-09 12:42:00,H&M,Gaming,379.91,Debit at H&M for Gaming,28370.79
T0000769,2022-06-09 15:10:00,PlayStation Store,Tech Gadgets,283.86,Debit at PlayStation Store for Tech Gadgets,28086.93
T0000772,2022-06-10 09:20:00,Starbucks,Streaming Subscription,829.59,Debit at Starbucks for Streaming Subscription,28181.31
T0000773,2022-06-10 13:50:00,Shein,Coffee,581.84,Debit at Shein for Coffee,27599.47
T0000774,2022-06-10 17:26:00,H&M,Gaming,327.48,Debit at H&M for Gaming,27271.99
T0000776,2022-06-10 22:16:00,Spotify,Gaming,32.57,Debit at Spotify for Gaming,27288.35
T0000778,2022-06-11 12:36:00,H&M,Tech Gadgets,383.12,Debit at H&M for Tech Gadgets,27197.26
T0000781,2022-06-11 22:52:00,PlayStation Store,Coffee,371.22,Debit at PlayStation Store for Coffee,28038.68
T0000784,2022-06-12 19:43:00,H&M,Gaming,840.97,Debit at H&M for Gaming,27822.23
T0000785,2022-06-12 22:30:00,Sephora,Gaming,361.2,Debit at Sephora for Gaming,27461.03
T0000786,2022-06-13 02:34:00,Apple Store,Tech Gadgets,71.67,Debit at Apple Store for Tech Gadgets,27389.36
T0000787,2022-06-13 02:55:00,PlayStation Store,Coffee,898.24,Debit at PlayStation Store for Coffee,26491.12
T0000788,2022-06-13 10:27:00,Amazon,Gaming,368.82,Debit at Amazon for Gaming,26122.3
T0000789,2022-06-13 11:06:00,TikTok Shop,Coffee,400.55,Debit at TikTok Shop for Coffee,25721.75
T0000791,2022-06-13 19:41:00,UberEats,Tech Gadgets,280.2,Debit at UberEats for Tech Gadgets,26093.3
T0000792,2022-06-14 09:34:00,TikTok Shop,Coffee,122.99,Debit at TikTok Shop for Coffee,25970.31
T0000794,2022-06-14 14:42:00,UberEats,Food Delivery,783.63,Debit at UberEats for Food Delivery,25653.4
T0000795,2022-06-14 22:49:00,UberEats,Coffee,396.83,Debit at UberEats for Coffee,25256.57
T0000796,2022-06-14 23:28:00,Shein,Gaming,226.95,Debit at Shein for Gaming,25029.62
T0000797,2022-06-15 00:57:00,Sephora,Social Media Purchases,422.77,Debit at Sephora for Social Media Purchases,24606.85
T0000798,2022-06-15 12:12:00,Sephora,Gaming,642.39,Debit at Sephora for Gaming,23964.46
T0000800,2022-06-15 20:16:00,Sephora,Coffee,987.29,Debit at Sephora for Coffee,23500.42
T0000802,2022-06-16 08:02:00,Spotify,Coffee,767.13,Debit at Spotify for Coffee,22896.34
T0000806,2022-06-16 23:23:00,TikTok Shop,Social Media Purchases,131.55,Debit at TikTok Shop for Social Media Purchases,23826.63
T0000808,2022-06-17 12:36:00,UberEats,Streaming Subscription,745.75,Debit at UberEats for Streaming Subscription,23910.11
T0000809,2022-06-17 13:51:00,Shein,Social Media Purchases,531.08,Debit at Shein for Social Media Purchases,23379.03
T0000810,2022-06-18 06:32:00,H&M,Social Media Purchases,782.06,Debit at H&M for Social Media Purchases,22596.97
T0000811,2022-06-18 10:21:00,PlayStation Store,Food Delivery,126.34,Debit at PlayStation Store for Food Delivery,22470.63
T0000816,2022-06-20 03:40:00,Netflix,Gaming,940.05,Debit at Netflix for Gaming,23695.76
T0000819,2022-06-20 14:07:00,Shein,Streaming Subscription,621.34,Debit at Shein for Streaming Subscription,24265.35
T0000822,2022-06-21 03:45:00,PlayStation Store,Streaming Subscription,998.97,Debit at PlayStation Store for Streaming Subscription,23905.6
T0000824,2022-06-21 18:03:00,Starbucks,Streaming Subscription,732.78,Debit at Starbucks for Streaming Subscription,23801.28
T0000826,2022-06-21 18:43:00,Spotify,Coffee,835.44,Debit at Spotify for Coffee,23567.7
T0000827,2022-06-21 20:33:00,Shein,Clothing,440.43,Debit at Shein for Clothing,23127.27
T0000830,2022-06-22 04:08:00,Starbucks,Clothing,688.37,Debit at Starbucks for Clothing,23677.56
T0000831,2022-06-22 04:32:00,TikTok Shop,Beauty Products,474.99,Debit at TikTok Shop for Beauty Products,23202.57
T0000832,2022-06-22 07:52:00,Sephora,Food Delivery,470.09,Debit at Sephora for Food Delivery,22732.48
T0000833,2022-06-23 00:01:00,TikTok Shop,Tech Gadgets,669.62,Debit at TikTok Shop for Tech Gadgets,22062.86
T0000840,2022-06-24 15:25:00,Amazon,Coffee,240.91,Debit at Amazon for Coffee,22954.71
T0000842,2022-06-25 06:39:00,Spotify,Tech Gadgets,240.85,Debit at Spotify for Tech Gadgets,22904.76
T0000843,2022-06-25 08:14:00,H&M,Beauty Products,110.56,Debit at H&M for Beauty Products,22794.2
T0000845,2022-06-25 14:58:00,Sephora,Coffee,687.94,Debit at Sephora for Coffee,22870.59
T0000846,2022-06-25 20:58:00,Shein,Tech Gadgets,387.77,Debit at Shein for Tech Gadgets,22482.82
T0000847,2022-06-25 22:31:00,Shein,Streaming Subscription,747.74,Debit at Shein for Streaming Subscription,21735.08
T0000850,2022-06-26 14:39:00,Amazon,Beauty Products,885.73,Debit at Amazon for Beauty Products,21669.66
T0000851,2022-06-26 18:32:00,Starbucks,Streaming Subscription,128.46,Debit at Starbucks for Streaming Subscription,21541.2
T0000852,2022-06-27 03:58:00,H&M,Beauty Products,100.96,Debit at H&M for Beauty Products,21440.24
T0000853,2022-06-27 06:36:00,Amazon,Beauty Products,750.31,Debit at Amazon for Beauty Products,20689.93
T0000856,2022-06-27 17:26:00,UberEats,Clothing,694.48,Debit at UberEats for Clothing,20752.02
T0000857,2022-06-27 19:17:00,Spotify,Social Media Purchases,632.96,Debit at Spotify for Social Media Purchases,20119.06
T0000858,2022-06-27 20:55:00,Amazon,Beauty Products,17.33,Debit at Amazon for Beauty Products,20101.73
T0000859,2022-06-28 05:02:00,TikTok Shop,Clothing,19.78,Debit at TikTok Shop for Clothing,20081.95
T0000860,2022-06-28 06:29:00,PlayStation Store,Coffee,454.63,Debit at PlayStation Store for Coffee,19627.32
T0000864,2022-06-28 16:28:00,Shein,Beauty Products,901.38,Debit at Shein for Beauty Products,20368.88
T0000865,2022-06-28 17:40:00,Apple Store,Beauty Products,105.55,Debit at Apple Store for Beauty Products,20263.33
T0000866,2022-06-28 19:43:00,Sephora,Gaming,718.09,Debit at Sephora for Gaming,19545.24
T0000867,2022-06-29 02:47:00,Starbucks,Gaming,80.12,Debit at Starbucks for Gaming,19465.12
T0000870,2022-06-29 20:02:00,Shein,Coffee,175.01,Debit at Shein for Coffee,20844.62
T0000871,2022-06-30 13:17:00,Sephora,Beauty Products,917.13,Debit at Sephora for Beauty Products,19927.49
T0000872,2022-06-30 14:31:00,Spotify,Tech Gadgets,134.03,Debit at Spotify for Tech Gadgets,19793.46
T0000874,2022-07-01 13:51:00,Shein,Social Media Purchases,844.27,Debit at Shein for Social Media Purchases,19197.12
T0000876,2022-07-02 14:54:00,Amazon,Tech Gadgets,108.51,Debit at Amazon for Tech Gadgets,19190.54
T0000877,2022-07-02 22:49:00,Shein,Gaming,129.38,Debit at Shein for Gaming,19061.16
T0000878,2022-07-03 03:56:00,H&M,Social Media Purchases,15.75,Debit at H&M for Social Media Purchases,19045.41
T0000882,2022-07-04 15:58:00,TikTok Shop,Gaming,636.55,Debit at TikTok Shop for Gaming,20281.58
T0000887,2022-07-05 10:41:00,Spotify,Tech Gadgets,225.83,Debit at Spotify for Tech Gadgets,22578.69
T0000888,2022-07-06 03:10:00,TikTok Shop,Beauty Products,723.32,Debit at TikTok Shop for Beauty Products,21855.37
T0000891,2022-07-07 02:46:00,TikTok Shop,Clothing,812.76,Debit at TikTok Shop for Clothing,21476.2
T0000892,2022-07-07 17:34:00,Sephora,Streaming Subscription,713.46,Debit at Sephora for Streaming Subscription,20762.74
T0000894,2022-07-08 09:07:00,UberEats,Clothing,873.46,Debit at UberEats for Clothing,20468.25
